"","data2.District.Name","data2.School.Name","data2.Population","data2.Disaggregated","data2.Assessment","data2.Achievement.Level"
"214375","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Science","Well Below State Expectations"
"214376","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Science","Well Below State Expectations"
"214377","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Science","Well Below State Expectations"
"214378","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Science","Below State Expectations"
"214379","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Science","Below State Expectations"
"214380","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Science","Below State Expectations"
"214381","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Science","Below State Expectations"
"214382","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Science","Below State Expectations"
"214383","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Science","Below State Expectations"
"214384","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Science","Below State Expectations"
"214385","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Science","Below State Expectations"
"214386","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Science","Below State Expectations"
"214387","Lewiston Public Schools","Farwell Elementary School","English Learners (Monitoring)","Other","Science","Below State Expectations"
"214511","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Science","Below State Expectations"
"214512","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Science","Below State Expectations"
"214513","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Science","Below State Expectations"
"214514","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Science","At State Expectations"
"214515","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Science","At State Expectations"
"214516","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Science","At State Expectations"
"214517","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Science","At State Expectations"
"214518","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Science","At State Expectations"
"214519","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Science","At State Expectations"
"214520","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Science","At State Expectations"
"214521","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Science","At State Expectations"
"214522","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Science","At State Expectations"
"214523","Lewiston Public Schools","Farwell Elementary School","English Learners (Monitoring)","Other","Science","At State Expectations"
"214524","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Science","At State Expectations"
"214525","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Science","At State Expectations"
"214526","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Science","At State Expectations"
"214527","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Science","Above State Expectations"
"214528","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Science","Above State Expectations"
"214529","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Science","Above State Expectations"
"214530","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Science","Above State Expectations"
"214531","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Science","Above State Expectations"
"214532","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Science","Above State Expectations"
"214533","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Science","Above State Expectations"
"214534","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Science","Above State Expectations"
"214535","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Science","Above State Expectations"
"214640","Lewiston Public Schools","Farwell Elementary School","English Learners (Monitoring)","Other","Science","Above State Expectations"
"214641","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Science","Above State Expectations"
"214642","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Science","Above State Expectations"
"214643","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Science","Above State Expectations"
"214644","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Science","At or Above State Expectations"
"214645","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Science","At or Above State Expectations"
"214646","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Science","At or Above State Expectations"
"214647","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Science","At or Above State Expectations"
"214648","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Science","At or Above State Expectations"
"214649","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Science","At or Above State Expectations"
"214650","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Science","At or Above State Expectations"
"214651","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Science","At or Above State Expectations"
"214652","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Science","At or Above State Expectations"
"214653","Lewiston Public Schools","Farwell Elementary School","English Learners (Monitoring)","Other","Science","At or Above State Expectations"
"214654","Lewiston Public Schools","Farwell Elementary School","Male","Sex","Science","At or Above State Expectations"
"214655","Lewiston Public Schools","Farwell Elementary School","English Learners","Other","Science","At or Above State Expectations"
"214656","Lewiston Public Schools","Farwell Elementary School","Students with Disabilities","Other","Science","At or Above State Expectations"
"214657","Lewiston Public Schools","Farwell Elementary School","Economically Disadvantaged","Other","Science","Below or Well Below State Expectations"
"214658","Lewiston Public Schools","Farwell Elementary School","Black or African American","Racial/Ethnic Diversity","Science","Below or Well Below State Expectations"
"214659","Lewiston Public Schools","Farwell Elementary School","All Students","All Students","Science","Below or Well Below State Expectations"
"214660","Lewiston Public Schools","Farwell Elementary School","Asian","Racial/Ethnic Diversity","Science","Below or Well Below State Expectations"
"214661","Lewiston Public Schools","Farwell Elementary School","White","Racial/Ethnic Diversity","Science","Below or Well Below State Expectations"
"214662","Lewiston Public Schools","Farwell Elementary School","Homeless","Other","Science","Below or Well Below State Expectations"
"214663","Lewiston Public Schools","Farwell Elementary School","Hispanic or Latino","Racial/Ethnic Diversity","Science","Below or Well Below State Expectations"
"214664","Lewiston Public Schools","Farwell Elementary School","Two or More Races","Racial/Ethnic Diversity","Science","Below or Well Below State Expectations"
"214665","Lewiston Public Schools","Farwell Elementary School","Female","Sex","Science","Below or Well Below State Expectations"
"214666","Lewiston Public Schools","Farwell Elementary School","English Learners (Monitoring)","Other","Science","Below or Well Below State Expectations"
